Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-21 09:34:44,2018-09-21 09:37:37,2m - 52.863s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 09:34:45,2018-09-21 09:35:30,45.821s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 09:34:45,2018-09-21 09:34:53,7.333s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 09:34:53,2018-09-21 09:34:54,1.167s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:34:54,0.048s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:34:54,0.033s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:34:54,0.144s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:34:54,0.423s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:34:54,0.096s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 09:34:54,2018-09-21 09:35:05,10.065s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-21 09:35:05,2018-09-21 09:35:05,0.211s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-21 09:35:05,2018-09-21 09:35:05,0.133s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-21 09:35:05,2018-09-21 09:35:06,0.634s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 09:35:06,2018-09-21 09:35:14,8.036s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.044s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.125s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.111s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.204s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.176s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:14,0.164s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 09:35:14,2018-09-21 09:35:15,0.202s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-21 09:35:15,2018-09-21 09:35:15,0.141s,PASSED
