Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-22 15:09:11,2018-09-22 15:12:27,3m - 15.769s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-22 15:09:12,2018-09-22 15:09:59,46.952s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-22 15:09:12,2018-09-22 15:09:19,6.963s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-22 15:09:19,2018-09-22 15:09:21,1.241s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-22 15:09:21,2018-09-22 15:09:21,0.041s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-22 15:09:21,2018-09-22 15:09:21,0.032s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-22 15:09:21,2018-09-22 15:09:21,0.215s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-22 15:09:21,2018-09-22 15:09:21,0.438s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-22 15:09:21,2018-09-22 15:09:22,0.131s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-22 15:09:22,2018-09-22 15:09:32,10.066s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-22 15:09:32,2018-09-22 15:09:32,0.203s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-22 15:09:32,2018-09-22 15:09:32,0.140s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-22 15:09:32,2018-09-22 15:09:33,0.580s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-22 15:09:33,2018-09-22 15:09:41,8.038s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.046s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.128s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.119s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.221s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.156s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:41,0.165s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-22 15:09:41,2018-09-22 15:09:42,0.187s,PASSED
