Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-21 12:13:57,2018-09-21 12:16:34,2m - 36.671s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 12:13:58,2018-09-21 12:14:43,45.521s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 12:13:58,2018-09-21 12:14:04,5.727s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 12:14:04,2018-09-21 12:14:05,1.168s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 12:14:05,2018-09-21 12:14:05,0.041s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-21 12:14:05,2018-09-21 12:14:05,0.032s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 12:14:05,2018-09-21 12:14:05,0.133s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-21 12:14:05,2018-09-21 12:14:06,0.463s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 12:14:06,2018-09-21 12:14:06,0.174s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 12:14:06,2018-09-21 12:14:16,10.074s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-21 12:14:16,2018-09-21 12:14:16,0.231s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-21 12:14:16,2018-09-21 12:14:17,0.166s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-21 12:14:17,2018-09-21 12:14:17,0.750s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 12:14:17,2018-09-21 12:14:25,8.043s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 12:14:25,2018-09-21 12:14:25,0.044s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-21 12:14:25,2018-09-21 12:14:26,0.124s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:26,0.118s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:26,0.227s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:26,0.155s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:26,0.183s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:26,0.186s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-21 12:14:26,2018-09-21 12:14:27,0.145s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:27,0.151s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:27,0.195s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:27,0.141s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:27,0.157s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:27,0.177s,PASSED
"Statement - selenium.type(""id=email"", com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(2, 1))",Chrome 69.0.3497.100,,2018-09-21 12:14:27,2018-09-21 12:14:28,0.967s,PASSED
"Statement - selenium.click(""id=username"")",Chrome 69.0.3497.100,,2018-09-21 12:14:28,2018-09-21 12:14:29,0.160s,PASSED
"Statement - selenium.type(""id=username"", com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(4, 1))",Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:29,0.110s,PASSED
"Statement - selenium.type(""id=password"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:29,0.097s,PASSED
"Statement - selenium.type(""id=confirmPassword"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:29,0.101s,PASSED
"Statement - selenium.type(""id=joinCaptchaAnswer"", ""TEST"")",Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:29,0.110s,PASSED
"Statement - selenium.click(""id=next"")",Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:29,0.172s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 12:14:29,2018-09-21 12:14:39,10.035s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-21 12:14:39,2018-09-21 12:14:41,1.431s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/squirrelmailNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 12:14:43,2018-09-21 12:14:51,8.323s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 12:14:43,2018-09-21 12:14:47,3.379s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:47,0.041s,PASSED
"Statement - baseUrl = ""http://rntmailtest01/webmail/src/login.php""",Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:47,0.037s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:47,0.095s,PASSED
"Statement - selenium.open(""http://rntmailtest01/webmail/src/login.php"")",Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:47,0.200s,PASSED
"Statement - selenium.type(""name=login_username"", ""loadtest"")",Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:47,0.218s,PASSED
"Statement - selenium.click(""//center/table"")",Chrome 69.0.3497.100,,2018-09-21 12:14:47,2018-09-21 12:14:48,0.145s,PASSED
"Statement - selenium.click(""name=secretkey"")",Chrome 69.0.3497.100,,2018-09-21 12:14:48,2018-09-21 12:14:48,0.128s,PASSED
"Statement - selenium.type(""name=secretkey"", ""Wizz0Wizz"")",Chrome 69.0.3497.100,,2018-09-21 12:14:48,2018-09-21 12:14:48,0.098s,PASSED
"Statement - selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password:'])[1]/following::input[4]"")",Chrome 69.0.3497.100,,2018-09-21 12:14:48,2018-09-21 12:14:49,0.739s,PASSED
"Statement - selenium.selectFrame(""index=1"")",Chrome 69.0.3497.100,,2018-09-21 12:14:49,2018-09-21 12:14:49,0.052s,PASSED
"Statement - selenium.click(""link=Wizards Account Verification"")",Chrome 69.0.3497.100,,2018-09-21 12:14:49,2018-09-21 12:14:49,0.153s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-09-21 12:14:49,2018-09-21 12:14:49,0.078s,PASSED
click,Chrome 69.0.3497.100,,2018-09-21 12:14:49,2018-09-21 12:14:49,0.416s,PASSED
,,,,,,
Test Cases/AccCreateCoppaAccount/AccCreateCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 12:14:51,2018-09-21 12:15:36,44.133s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 12:14:52,2018-09-21 12:14:57,5.400s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 12:14:57,2018-09-21 12:14:58,1.148s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 12:14:58,2018-09-21 12:14:58,0.029s,PASSED
