Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-23 07:21:55,2018-09-23 07:25:02,3m - 7.551s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-23 07:21:55,2018-09-23 07:22:41,45.692s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-23 07:21:56,2018-09-23 07:22:01,5.388s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-23 07:22:01,2018-09-23 07:22:02,1.188s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-23 07:22:02,2018-09-23 07:22:02,0.039s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-23 07:22:02,2018-09-23 07:22:02,0.032s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-23 07:22:02,2018-09-23 07:22:02,0.131s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-23 07:22:02,2018-09-23 07:22:04,1.418s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-23 07:22:04,2018-09-23 07:22:04,0.109s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-23 07:22:04,2018-09-23 07:22:14,10.068s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-23 07:22:14,2018-09-23 07:22:14,0.218s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-23 07:22:14,2018-09-23 07:22:14,0.128s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-23 07:22:14,2018-09-23 07:22:15,0.576s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-23 07:22:15,2018-09-23 07:22:23,8.035s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-23 07:22:23,2018-09-23 07:22:23,0.049s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-23 07:22:23,2018-09-23 07:22:23,0.121s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-23 07:22:23,2018-09-23 07:22:23,0.113s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-23 07:22:23,2018-09-23 07:22:24,0.217s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-23 07:22:24,2018-09-23 07:22:24,0.149s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-23 07:22:24,2018-09-23 07:22:24,0.174s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-23 07:22:24,2018-09-23 07:22:24,0.215s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-23 07:22:24,2018-09-23 07:22:24,0.152s,PASSED
