Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 68.0.3440.106,,2018-09-19 20:29:57,2018-09-19 20:30:46,49.034s,FAILED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 68.0.3440.106,,2018-09-19 20:29:57,2018-09-19 20:30:35,37.926s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 20:29:58,2018-09-19 20:30:05,7.175s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 20:30:05,2018-09-19 20:30:06,1.187s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-19 20:30:06,2018-09-19 20:30:06,0.035s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 68.0.3440.106,,2018-09-19 20:30:06,2018-09-19 20:30:06,0.034s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 68.0.3440.106,,2018-09-19 20:30:06,2018-09-19 20:30:07,0.140s,PASSED
"Statement - selenium.open(""https://webr20accounts.wizards.com/"")",Chrome 68.0.3440.106,,2018-09-19 20:30:07,2018-09-19 20:30:10,3.155s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-19 20:30:10,2018-09-19 20:30:10,0.108s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 20:30:10,2018-09-19 20:30:20,10.069s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 68.0.3440.106,,2018-09-19 20:30:20,2018-09-19 20:30:20,0.215s,PASSED
switchToFrame,Chrome 68.0.3440.106,,2018-09-19 20:30:20,2018-09-19 20:30:20,0.152s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-19 20:30:20,2018-09-19 20:30:21,0.604s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 20:30:21,2018-09-19 20:30:29,8.034s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-19 20:30:29,2018-09-19 20:30:33,3.734s,FAILED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/squirrelmail,Chrome 68.0.3440.106,,2018-09-19 20:30:35,2018-09-19 20:30:44,9.422s,ERROR
openBrowser,Chrome 68.0.3440.106,,2018-09-19 20:30:35,2018-09-19 20:30:40,4.545s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.038s,PASSED
"Statement - baseUrl = ""http://rntmailtest01/webmail/src/login.php""",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.037s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.055s,PASSED
"Statement - selenium.open(""http://rntmailtest01/webmail/src/login.php"")",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.126s,PASSED
"Statement - selenium.type(""name=login_username"", ""loadtest"")",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.186s,PASSED
"Statement - selenium.click(""//center/table"")",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:40,0.132s,PASSED
"Statement - selenium.click(""name=secretkey"")",Chrome 68.0.3440.106,,2018-09-19 20:30:40,2018-09-19 20:30:41,0.125s,PASSED
"Statement - selenium.type(""name=secretkey"", ""Wizz0Wizz"")",Chrome 68.0.3440.106,,2018-09-19 20:30:41,2018-09-19 20:30:41,0.093s,PASSED
"Statement - selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password:'])[1]/following::input[4]"")",Chrome 68.0.3440.106,,2018-09-19 20:30:41,2018-09-19 20:30:42,1.473s,PASSED
"Statement - selenium.selectFrame(""index=1"")",Chrome 68.0.3440.106,,2018-09-19 20:30:42,2018-09-19 20:30:42,0.060s,PASSED
"Statement - selenium.click(""link=Wizards Account Verification"")",Chrome 68.0.3440.106,,2018-09-19 20:30:42,2018-09-19 20:30:42,0.052s,PASSED
