Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-20 11:25:48,2018-09-20 11:27:06,1m - 17.037s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-20 11:25:49,2018-09-20 11:26:34,44.915s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-20 11:25:50,2018-09-20 11:25:55,5.706s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-20 11:25:55,2018-09-20 11:25:56,1.164s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-20 11:25:56,2018-09-20 11:25:57,0.045s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-20 11:25:57,2018-09-20 11:25:57,0.031s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-20 11:25:57,2018-09-20 11:25:57,0.173s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-20 11:25:57,2018-09-20 11:25:57,0.482s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 11:25:57,2018-09-20 11:25:57,0.090s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:25:57,2018-09-20 11:26:07,10.055s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-20 11:26:07,2018-09-20 11:26:08,0.220s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-20 11:26:08,2018-09-20 11:26:08,0.204s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-20 11:26:08,2018-09-20 11:26:09,1.139s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:26:09,2018-09-20 11:26:17,8.036s,PASSED
