Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-23 08:59:07,2018-09-23 09:02:46,3m - 38.340s,FAILED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-23 08:59:08,2018-09-23 08:59:56,48.061s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-23 08:59:09,2018-09-23 08:59:15,6.816s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-23 08:59:15,2018-09-23 08:59:17,1.189s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-23 08:59:17,2018-09-23 08:59:17,0.034s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-23 08:59:17,2018-09-23 08:59:17,0.031s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-23 08:59:17,2018-09-23 08:59:17,0.118s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-23 08:59:17,2018-09-23 08:59:19,1.962s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-23 08:59:19,2018-09-23 08:59:19,0.085s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-23 08:59:19,2018-09-23 08:59:29,10.056s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-23 08:59:29,2018-09-23 08:59:29,0.373s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-23 08:59:29,2018-09-23 08:59:29,0.130s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-23 08:59:29,2018-09-23 08:59:30,0.578s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-23 08:59:30,2018-09-23 08:59:38,8.034s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-23 08:59:38,2018-09-23 08:59:38,0.042s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-23 08:59:38,2018-09-23 08:59:38,0.120s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-23 08:59:38,2018-09-23 08:59:38,0.109s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-23 08:59:38,2018-09-23 08:59:39,0.261s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:39,0.169s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:39,0.174s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:39,0.172s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:39,0.141s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:39,0.140s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-23 08:59:39,2018-09-23 08:59:40,0.224s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 69.0.3497.100,,2018-09-23 08:59:40,2018-09-23 08:59:40,0.147s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-23 08:59:40,2018-09-23 08:59:40,0.158s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 69.0.3497.100,,2018-09-23 08:59:40,2018-09-23 08:59:40,0.165s,PASSED
"Statement - selenium.type(""id=email"", org.apache.commons.lang.RandomStringUtils.randomNumeric(5) + com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(2, 1))",Chrome 69.0.3497.100,,2018-09-23 08:59:40,2018-09-23 08:59:41,0.904s,PASSED
"Statement - selenium.click(""id=username"")",Chrome 69.0.3497.100,,2018-09-23 08:59:41,2018-09-23 08:59:41,0.164s,PASSED
"Statement - selenium.type(""id=username"", org.apache.commons.lang.RandomStringUtils.randomNumeric(5) + com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(3, 1))",Chrome 69.0.3497.100,,2018-09-23 08:59:41,2018-09-23 08:59:41,0.129s,PASSED
"Statement - selenium.type(""id=password"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-23 08:59:41,2018-09-23 08:59:41,0.117s,PASSED
"Statement - selenium.type(""id=confirmPassword"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-23 08:59:41,2018-09-23 08:59:41,0.110s,PASSED
"Statement - selenium.type(""id=joinCaptchaAnswer"", ""TEST"")",Chrome 69.0.3497.100,,2018-09-23 08:59:41,2018-09-23 08:59:42,0.110s,PASSED
"Statement - selenium.click(""id=next"")",Chrome 69.0.3497.100,,2018-09-23 08:59:42,2018-09-23 08:59:42,0.192s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-23 08:59:42,2018-09-23 08:59:52,10.032s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-23 08:59:52,2018-09-23 08:59:53,1.399s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/squirrelmailNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-23 08:59:56,2018-09-23 09:00:16,20.557s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-23 08:59:56,2018-09-23 09:00:00,3.869s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-23 09:00:00,2018-09-23 09:00:00,0.043s,PASSED
