Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-21 09:16:29,2018-09-21 09:18:25,1m - 55.375s,ERROR
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 09:16:30,2018-09-21 09:17:15,45.364s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 09:16:31,2018-09-21 09:16:37,6.531s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 09:16:37,2018-09-21 09:16:38,1.168s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 09:16:38,2018-09-21 09:16:38,0.058s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-21 09:16:38,2018-09-21 09:16:38,0.036s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 09:16:38,2018-09-21 09:16:39,0.159s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-21 09:16:39,2018-09-21 09:16:39,0.454s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 09:16:39,2018-09-21 09:16:39,0.109s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 09:16:39,2018-09-21 09:16:49,10.065s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-21 09:16:49,2018-09-21 09:16:49,0.235s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-21 09:16:49,2018-09-21 09:16:50,0.169s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-21 09:16:50,2018-09-21 09:16:50,0.703s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 09:16:50,2018-09-21 09:16:58,8.043s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 09:16:58,2018-09-21 09:16:58,0.049s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-21 09:16:58,2018-09-21 09:16:59,0.124s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:16:59,0.109s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:16:59,0.222s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:16:59,0.158s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:16:59,0.164s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:16:59,0.172s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-21 09:16:59,2018-09-21 09:17:00,0.154s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.155s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.195s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.155s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.162s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.149s,PASSED
"Statement - selenium.type(""id=email"", ""raymantest7866@test.wizards.com"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:00,0.083s,PASSED
"Statement - selenium.click(""id=username"")",Chrome 69.0.3497.100,,2018-09-21 09:17:00,2018-09-21 09:17:01,0.161s,PASSED
"Statement - selenium.type(""id=username"", ""raymantest7866"")",Chrome 69.0.3497.100,,2018-09-21 09:17:01,2018-09-21 09:17:01,0.090s,PASSED
"Statement - selenium.type(""id=password"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-21 09:17:01,2018-09-21 09:17:01,0.103s,PASSED
