Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-21 12:02:18,2018-09-21 12:04:38,2m - 19.063s,ERROR
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 12:02:19,2018-09-21 12:02:52,33.172s,ERROR
openBrowser,Chrome 69.0.3497.100,,2018-09-21 12:02:20,2018-09-21 12:02:25,5.805s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 12:02:25,2018-09-21 12:02:27,1.176s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 12:02:27,2018-09-21 12:02:27,0.047s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-21 12:02:27,2018-09-21 12:02:27,0.032s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 12:02:27,2018-09-21 12:02:27,0.145s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-21 12:02:27,2018-09-21 12:02:27,0.650s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 12:02:27,2018-09-21 12:02:28,0.097s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 12:02:28,2018-09-21 12:02:38,10.062s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-21 12:02:38,2018-09-21 12:02:38,0.203s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-21 12:02:38,2018-09-21 12:02:38,0.138s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-21 12:02:38,2018-09-21 12:02:39,0.720s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 12:02:39,2018-09-21 12:02:47,8.036s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:47,0.042s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:47,0.128s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:47,0.104s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:47,0.220s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:47,0.205s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-21 12:02:47,2018-09-21 12:02:48,0.186s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 12:02:48,2018-09-21 12:02:48,0.222s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-21 12:02:48,2018-09-21 12:02:48,0.157s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-21 12:02:48,2018-09-21 12:02:48,0.170s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 12:02:48,2018-09-21 12:02:48,0.194s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 69.0.3497.100,,2018-09-21 12:02:48,2018-09-21 12:02:49,0.152s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-21 12:02:49,2018-09-21 12:02:49,0.161s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 69.0.3497.100,,2018-09-21 12:02:49,2018-09-21 12:02:49,0.154s,PASSED
"Statement - selenium.type(""id=email"", com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(1, 2))",Chrome 69.0.3497.100,,2018-09-21 12:02:49,2018-09-21 12:02:50,0.835s,PASSED
,,,,,,
