Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-20 11:19:27,2018-09-20 11:20:44,1m - 16.644s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-20 11:19:28,2018-09-20 11:20:14,45.926s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-20 11:19:29,2018-09-20 11:19:35,6.405s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-20 11:19:35,2018-09-20 11:19:36,1.174s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-20 11:19:36,2018-09-20 11:19:36,0.049s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-20 11:19:36,2018-09-20 11:19:36,0.041s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-20 11:19:36,2018-09-20 11:19:36,0.148s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-20 11:19:36,2018-09-20 11:19:37,0.831s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 11:19:37,2018-09-20 11:19:37,0.094s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:19:37,2018-09-20 11:19:47,10.060s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-20 11:19:47,2018-09-20 11:19:48,0.243s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-20 11:19:48,2018-09-20 11:19:48,0.175s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-20 11:19:48,2018-09-20 11:19:49,0.801s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:19:49,2018-09-20 11:19:57,8.047s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:57,0.048s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:57,0.126s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:57,0.136s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:57,0.250s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:57,0.153s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 69.0.3497.100,,2018-09-20 11:19:57,2018-09-20 11:19:58,0.195s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:58,0.214s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:58,0.142s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:58,0.154s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:58,0.205s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:58,0.157s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 69.0.3497.100,,2018-09-20 11:19:58,2018-09-20 11:19:59,0.166s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.159s,PASSED
"Statement - selenium.type(""id=email"", ""raymantest905@test.wizards.com"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.098s,PASSED
"Statement - selenium.click(""id=username"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.161s,PASSED
"Statement - selenium.type(""id=username"", ""raymantest905"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.100s,PASSED
"Statement - selenium.type(""id=password"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.099s,PASSED
"Statement - selenium.type(""id=confirmPassword"", ""Password1!"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.098s,PASSED
"Statement - selenium.type(""id=joinCaptchaAnswer"", ""TEST"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:19:59,0.116s,PASSED
"Statement - selenium.click(""id=next"")",Chrome 69.0.3497.100,,2018-09-20 11:19:59,2018-09-20 11:20:00,0.189s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:20:00,2018-09-20 11:20:10,10.035s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-20 11:20:10,2018-09-20 11:20:11,1.524s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/squirrelmailNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-20 11:20:14,2018-09-20 11:20:23,9.654s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-20 11:20:14,2018-09-20 11:20:18,3.767s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.036s,PASSED
"Statement - baseUrl = ""http://rntmailtest01/webmail/src/login.php""",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.037s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.054s,PASSED
"Statement - selenium.open(""http://rntmailtest01/webmail/src/login.php"")",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.132s,PASSED
"Statement - selenium.type(""name=login_username"", ""loadtest"")",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.173s,PASSED
"Statement - selenium.click(""//center/table"")",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:18,0.133s,PASSED
"Statement - selenium.click(""name=secretkey"")",Chrome 69.0.3497.100,,2018-09-20 11:20:18,2018-09-20 11:20:19,0.122s,PASSED
"Statement - selenium.type(""name=secretkey"", ""Wizz0Wizz"")",Chrome 69.0.3497.100,,2018-09-20 11:20:19,2018-09-20 11:20:19,0.095s,PASSED
"Statement - selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password:'])[1]/following::input[4]"")",Chrome 69.0.3497.100,,2018-09-20 11:20:19,2018-09-20 11:20:20,1.471s,PASSED
"Statement - selenium.selectFrame(""index=1"")",Chrome 69.0.3497.100,,2018-09-20 11:20:20,2018-09-20 11:20:20,0.056s,PASSED
"Statement - selenium.click(""link=Wizards Account Verification"")",Chrome 69.0.3497.100,,2018-09-20 11:20:20,2018-09-20 11:20:20,0.160s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-09-20 11:20:20,2018-09-20 11:20:20,0.061s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 11:20:20,2018-09-20 11:20:21,0.857s,PASSED
,,,,,,
Test Cases/AccLoginValidLoginValidPwd/AccLoginValidLoginValidPwd,Chrome 69.0.3497.100,,2018-09-20 11:20:23,2018-09-20 11:20:43,19.263s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-20 11:20:24,2018-09-20 11:20:28,4.674s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-20 11:20:28,2018-09-20 11:20:30,1.268s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 11:20:30,2018-09-20 11:20:30,0.153s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 11:20:30,2018-09-20 11:20:38,8.047s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 11:20:38,2018-09-20 11:20:38,0.049s,PASSED
switchToFrame,Chrome 69.0.3497.100,,2018-09-20 11:20:38,2018-09-20 11:20:38,0.096s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-09-20 11:20:38,2018-09-20 11:20:39,0.991s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-20 11:20:39,2018-09-20 11:20:39,0.221s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-20 11:20:39,2018-09-20 11:20:40,0.244s,PASSED
focus,Chrome 69.0.3497.100,,2018-09-20 11:20:40,2018-09-20 11:20:40,0.166s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 11:20:40,2018-09-20 11:20:40,0.636s,PASSED
