Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 69.0.3497.100,,2018-09-21 10:37:32,2018-09-21 10:40:26,2m - 54.877s,ERROR
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 10:37:32,2018-09-21 10:37:59,26.797s,ERROR
openBrowser,Chrome 69.0.3497.100,,2018-09-21 10:37:33,2018-09-21 10:37:40,7.507s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-21 10:37:40,2018-09-21 10:37:42,1.175s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:42,0.049s,PASSED
"Statement - baseUrl = ""https://webr12accounts.wizards.com/""",Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:42,0.037s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:42,0.139s,PASSED
"Statement - selenium.open(""https://webr12accounts.wizards.com/"")",Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:42,0.409s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:42,0.089s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-21 10:37:42,2018-09-21 10:37:52,10.064s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 69.0.3497.100,,2018-09-21 10:37:52,2018-09-21 10:37:56,4.085s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/squirrelmailNonCoppaAccount,Chrome 69.0.3497.100,,2018-09-21 10:37:59,2018-09-21 10:38:08,9.390s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 10:37:59,2018-09-21 10:38:03,4.383s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.100,,2018-09-21 10:38:03,2018-09-21 10:38:04,0.037s,PASSED
"Statement - baseUrl = ""http://rntmailtest01/webmail/src/login.php""",Chrome 69.0.3497.100,,2018-09-21 10:38:04,2018-09-21 10:38:04,0.036s,PASSED
