Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountsHealthCheck,Chrome 70.0.3538.102,,2018-11-15 14:04:11,2018-11-15 14:08:57,4m - 46.199s,PASSED
,,,,,,
Test Cases/AccCreateNonCoppaAccount/AccCreateNonCoppaAccount,Chrome 70.0.3538.102,,2018-11-15 14:04:11,2018-11-15 14:05:59,1m - 48.377s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-15 14:04:12,2018-11-15 14:04:44,31.575s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-15 14:04:44,2018-11-15 14:04:45,1.192s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-15 14:04:45,2018-11-15 14:04:45,0.050s,PASSED
"Statement - baseUrl = ""https://webr20accounts.wizards.com/""",Chrome 70.0.3538.102,,2018-11-15 14:04:45,2018-11-15 14:04:45,0.028s,PASSED
"Statement - selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 70.0.3538.102,,2018-11-15 14:04:45,2018-11-15 14:04:45,0.155s,PASSED
"Statement - selenium.open(""https://webr20accounts.wizards.com/"")",Chrome 70.0.3538.102,,2018-11-15 14:04:45,2018-11-15 14:04:51,5.790s,PASSED
waitForPageLoad,Chrome 70.0.3538.102,,2018-11-15 14:04:51,2018-11-15 14:04:51,0.106s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-15 14:04:51,2018-11-15 14:05:01,10.068s,PASSED
"Statement - selenium.click(""id=join"")",Chrome 70.0.3538.102,,2018-11-15 14:05:01,2018-11-15 14:05:24,23.143s,PASSED
switchToFrame,Chrome 70.0.3538.102,,2018-11-15 14:05:24,2018-11-15 14:05:24,0.150s,PASSED
switchToWindowIndex,Chrome 70.0.3538.102,,2018-11-15 14:05:24,2018-11-15 14:05:25,1.176s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-15 14:05:25,2018-11-15 14:05:34,8.033s,PASSED
waitForPageLoad,Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.066s,PASSED
"Statement - selenium.type(""id=firstname"", ""sdss"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.142s,PASSED
"Statement - selenium.type(""id=lastname"", ""test"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.104s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.256s,PASSED
"Statement - selenium.select(""id=dob_Year"", ""label=2003"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.190s,PASSED
"Statement - selenium.click(""id=dob_Year"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:34,0.166s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 70.0.3538.102,,2018-11-15 14:05:34,2018-11-15 14:05:35,0.187s,PASSED
"Statement - selenium.select(""id=dob_Month"", ""label=12"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:35,0.152s,PASSED
"Statement - selenium.click(""id=dob_Month"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:35,0.145s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:35,0.181s,PASSED
"Statement - selenium.select(""id=dob_Day"", ""label=18"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:35,0.143s,PASSED
"Statement - selenium.click(""id=dob_Day"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:35,0.155s,PASSED
"Statement - selenium.click(""id=email"")",Chrome 70.0.3538.102,,2018-11-15 14:05:35,2018-11-15 14:05:36,0.157s,PASSED
"Statement - selenium.type(""id=email"", org.apache.commons.lang.RandomStringUtils.randomNumeric(5) + com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(2, 1))",Chrome 70.0.3538.102,,2018-11-15 14:05:36,2018-11-15 14:05:37,1.207s,PASSED
"Statement - selenium.click(""id=username"")",Chrome 70.0.3538.102,,2018-11-15 14:05:37,2018-11-15 14:05:37,0.171s,PASSED
"Statement - selenium.type(""id=username"", org.apache.commons.lang.RandomStringUtils.randomNumeric(5) + com.kms.katalon.core.testdata.TestDataFactory.findTestData(InputData).getValue(3, 1))",Chrome 70.0.3538.102,,2018-11-15 14:05:37,2018-11-15 14:05:37,0.135s,PASSED
"Statement - selenium.type(""id=password"", ""Password1!"")",Chrome 70.0.3538.102,,2018-11-15 14:05:37,2018-11-15 14:05:37,0.105s,PASSED
"Statement - selenium.type(""id=confirmPassword"", ""Password1!"")",Chrome 70.0.3538.102,,2018-11-15 14:05:37,2018-11-15 14:05:37,0.101s,PASSED
